exp_id,model,mae_to_rbf_pred100,correlation,r2
v61_20260617_160621,extra_trees,6.3307675238095245,0.9505735560706514,0.8146254212694316
v61_20260617_160621,tree_depth3,12.61430741017467,0.12877276593410142,0.01462468035263198
v61_20260617_160621,tree_depth5,12.868008452861147,0.14880259085664713,0.015442575974185413
v61_20260617_160621,hist_gb,9.24812158591746,0.8262164450823222,0.6126461637658387
