exp_id,candidate,seed,n_splits,postprocess,mean_mae,std_mae,pred_mean,pred_std,pred_min,pred_max,notes
v54_20260617_135051,mw_99_only,42,10,round2,0.13491666666666666,0.008082021657609812,0.47696000000000005,0.19551325669763378,0.0,1.0,mean_working mechanism decomposition
v54_20260617_135051,mw_99_flag,42,10,round2,0.13552999999999998,0.00796119368802642,0.47706666666666675,0.1953017574960585,0.0,1.0,mean_working mechanism decomposition
v54_20260617_135051,mw_0_flag,42,10,round2,0.14001333333333332,0.007573299426110841,0.47686333333333336,0.1877889317376913,0.0,1.0,mean_working mechanism decomposition
v54_20260617_135051,mw_numeric_plus_missing_category,42,10,round2,0.1402233333333333,0.007540770665006485,0.47692666666666667,0.18777888128942596,0.0,1.0,mean_working mechanism decomposition
v54_20260617_135051,mw_median_flag,42,10,round2,0.18716,0.007381371280142237,0.48136333333333337,0.13640837121233124,0.0,1.0,mean_working mechanism decomposition
v54_20260617_135051,mw_bin_only,42,10,round2,0.18873333333333334,0.006502421201481908,0.48142999999999997,0.13382086698822607,0.0,1.0,mean_working mechanism decomposition
