exp_id,candidate,seed,n_splits,postprocess,mean_mae,std_mae,pred_mean,pred_std,pred_min,pred_max,notes
v54_20260617_135051,tail_missing_flag,42,10,round2,0.13552999999999998,0.00796119368802642,0.47706666666666675,0.1953017574960585,0.0,1.0,small mean_working tail feature check
v54_20260617_135051,tail_high_12plus,42,10,round2,0.13844333333333336,0.007161868333381412,0.4740533333333334,0.19042651576971,0.0,1.0,small mean_working tail feature check
v54_20260617_135051,tail_low_6_or_less,42,10,round2,0.14022,0.008076458703242728,0.4806033333333334,0.1898138010838943,0.0,1.0,small mean_working tail feature check
v54_20260617_135051,tail_high_11plus,42,10,round2,0.14312333333333332,0.007097018153187062,0.4732066666666667,0.18547304576619975,0.0,1.0,small mean_working tail feature check
v54_20260617_135051,tail_score,42,10,round2,0.14497333333333334,0.006622050706205408,0.4723566666666667,0.18467913142190648,0.0,1.0,small mean_working tail feature check
