exp_id,candidate,feature_set,encoding,mean_mae,std_mae,baseline_cv,improvement_vs_baseline,clip_mae,clip_round2_mae,pred_mean,pred_std,pred_min,pred_max,pred_endpoint_0_count,pred_endpoint_1_count,mae_y_le_0_1,mae_y_0_1_0_3,mae_y_0_3_0_7,mae_y_0_7_0_9,mae_y_ge_0_9
v532_20260618_023511,FS0_baseline_S2_all__ENC0_v53_current,FS0_baseline_S2_all,ENC0_v53_current,0.13491666666666666,0.008082021657609812,0.13491666666666666,0.0,0.13526386701893614,0.13491666666666666,0.47696000000000005,0.19551325669763378,0.0,1.0,10,10,0.22039393939393936,0.14320552147239266,0.057105263157894735,0.176423487544484,0.2598201438848921
