exp_id,candidate,mean_mae,std_mae,raw_mae,clip_round2_mae,pred_mean,pred_std,pred_min,pred_max,endpoint_0_count,endpoint_1_count
v8_20260618_102726,ridge_raw,0.2500433333333333,0.006011717981277892,0.2500304541997865,0.2500433333333334,0.48223333333333335,0.03438613612598515,0.33,0.59,0,0
v8_20260618_102726,ridge_y100,0.2500433333333333,0.006011717981277892,0.2500304541997865,0.2500433333333334,0.48223333333333335,0.03438613612598515,0.33,0.59,0,0
v8_20260618_102726,ridge_arcsin_sqrt,0.25031666666666663,0.0061248784316481775,0.250343913357004,0.2503166666666667,0.4785466666666667,0.041325420978237666,0.32,0.61,0,0
v8_20260618_102726,ridge_rank_normal,0.25117,0.006298019480973043,0.25118079760583534,0.25117,0.4752533333333333,0.05671220838951429,0.3,0.65,0,0
v8_20260618_102726,ridge_logit,0.25196,0.0064167950925099115,0.2518949605196853,0.25195999999999996,0.47004333333333337,0.06309695077646768,0.29,0.66,0,0
