exp_id,candidate,mean_mae,std_mae,base_cv,improvement_vs_v532_base,C,gamma,c_mult,gamma_mult,scaler,metabolic_mode,cat_weight,sentinel_value,clip_mae,clip_round2_mae,pred_mean,pred_std,pred_min,pred_max,pred_endpoint_0_count,pred_endpoint_1_count,mae_y_le_0_1,mae_y_0_1_0_3,mae_y_0_3_0_7,mae_y_0_7_0_9,mae_y_ge_0_9,group,candidate_level,std_warning,endpoint_warning,extreme_mae_warning,rank,submission_file,generic_submission_file
v533_20260618_031345,CATW3_1.25,0.13404666666666668,0.007943289737372784,0.13417,0.0001233333333333364,3.963530707518144,1.0631617004546035,1.0,1.0,current,current_ratio_product,1.25,99.0,0.13460005964637017,0.13404666666666668,0.4770166666666667,0.1964764635330732,0.0,1.0,15,12,0.21848484848484848,0.14254601226993865,0.056757215619694386,0.17548042704626335,0.25762589928057555,cat_weight,micro_candidate,False,False,False,1,v533_candidate_1_catw3_1p25_fs8_enc4.csv,v533_candidate_1.csv
v533_20260618_031345,SENT150,0.13415000000000002,0.007952610410782051,0.13417,1.9999999999992246e-05,3.963530707518144,1.0631617004546035,1.0,1.0,current,current_ratio_product,1.0,150.0,0.13466492802112348,0.13415000000000002,0.47684,0.1965555708465427,0.0,1.0,16,12,0.21818181818181817,0.1425920245398773,0.0567911714770798,0.1759608540925267,0.2578776978417266,sentinel,tiny_micro_candidate,False,False,False,2,v533_candidate_2_sent150_fs8_enc4.csv,v533_candidate_2.csv
v533_20260618_031345,MET4_log_product_plus_raw_ratio,0.13415666666666667,0.007976138023992423,0.13417,1.3333333333337416e-05,3.963530707518144,1.0631617004546035,1.0,1.0,current,log_product_plus_raw_ratio,1.0,99.0,0.13468511913968842,0.13415666666666667,0.47683333333333333,0.19651033304270052,0.0,1.0,14,12,0.21809090909090909,0.14263803680981596,0.05677419354838711,0.1760320284697509,0.2578776978417266,metabolic,tiny_micro_candidate,False,False,False,3,v533_candidate_3_met4_log_product_plus_raw_ratio_fs8_enc4.csv,v533_candidate_3.csv
