run_at,model,postprocess,mean_mae,std_mae,submission_path,exp_id,feature_version,pred_std_oof,pred_min_oof,pred_max_oof,notes
,randomforest,raw,0.1926366233333332,0.0071450820620614,,v5_20260617_030349,B_binned_or_tree_scorecard,0.1212158550566546,0.1521000000000005,0.8561200000000053,kfold; unscaled; sparse-ok; feature_set=S3_mean_working_score; target_mode=raw
,lightgbm,raw,0.2016664531154894,0.0086637701115515,,v5_20260617_030349,C_boosting,0.1273844879606916,0.1181612550691783,0.9393938661125254,kfold; unscaled; sparse-ok; feature_set=S3_mean_working_score; target_mode=raw
,lightgbm,clip_0_1,0.2016664531154894,0.0086637701115515,,v5_20260617_030349,C_boosting,0.1273844879606916,0.1181612550691783,0.9393938661125254,kfold; unscaled; sparse-ok; feature_set=S3_mean_working_score; target_mode=raw
,lightgbm,clip_0_1_round2,0.2016899999999999,0.0086231535865817,,v5_20260617_030349,C_boosting,0.1274259586866217,0.12,0.94,kfold; unscaled; sparse-ok; feature_set=S3_mean_working_score; target_mode=raw
,catboost,clip_0_1_round2,0.2164733333333333,0.0097271263821501,,v5_20260617_030349,C_boosting,0.1047845744166504,0.1,0.97,kfold; unscaled; sparse-ok; feature_set=S3_mean_working_score; target_mode=raw
,catboost,raw,0.2164800003365815,0.0096853941711637,,v5_20260617_030349,C_boosting,0.104759998192912,0.1037991280531722,0.9669708447452549,kfold; unscaled; sparse-ok; feature_set=S3_mean_working_score; target_mode=raw
,catboost,clip_0_1,0.2164800003365815,0.0096853941711637,,v5_20260617_030349,C_boosting,0.104759998192912,0.1037991280531722,0.9669708447452549,kfold; unscaled; sparse-ok; feature_set=S3_mean_working_score; target_mode=raw
,knn,clip_0_1,0.2172324867004506,0.0058909290131443,,v5_20260617_030349,D_kernel_latent_score,0.0962764229197834,0.0662463977148043,0.96,kfold; scaled; dense; feature_set=S3_mean_working_score; target_mode=raw
,knn,raw,0.2172324867004506,0.0058909290131443,,v5_20260617_030349,D_kernel_latent_score,0.0962764229197834,0.0662463977148043,0.96,kfold; scaled; dense; feature_set=S3_mean_working_score; target_mode=raw
,knn,clip_0_1_round2,0.21724,0.005917536190671,,v5_20260617_030349,D_kernel_latent_score,0.0962625156744548,0.07,0.96,kfold; scaled; dense; feature_set=S3_mean_working_score; target_mode=raw
,xgboost,clip_0_1_round2,0.2226066666666666,0.0092734427663484,,v5_20260617_030349,C_boosting,0.0976148382789082,0.07,0.94,kfold; unscaled; sparse-ok; feature_set=S3_mean_working_score; target_mode=raw
,xgboost,clip_0_1,0.2226452204968532,0.0093199423103153,,v5_20260617_030349,C_boosting,0.0975311270293523,0.0666140392422676,0.9388747811317444,kfold; unscaled; sparse-ok; feature_set=S3_mean_working_score; target_mode=raw
,xgboost,raw,0.2226452204968532,0.0093199423103153,,v5_20260617_030349,C_boosting,0.0975311270293523,0.0666140392422676,0.9388747811317444,kfold; unscaled; sparse-ok; feature_set=S3_mean_working_score; target_mode=raw
,kernelridge_rbf,clip_0_1_round2,0.2295,0.0070686056040201,,v5_20260617_030349,D_kernel_latent_score,0.1008805719482144,0.11,0.86,kfold; scaled; dense; feature_set=S3_mean_working_score; target_mode=raw
,kernelridge_rbf,clip_0_1,0.2295944368270269,0.0070182397743525,,v5_20260617_030349,D_kernel_latent_score,0.1008496550056669,0.1138798441375357,0.8594333243116234,kfold; scaled; dense; feature_set=S3_mean_working_score; target_mode=raw
,kernelridge_rbf,raw,0.2295944368270269,0.0070182397743525,,v5_20260617_030349,D_kernel_latent_score,0.1008496550056669,0.1138798441375357,0.8594333243116234,kfold; scaled; dense; feature_set=S3_mean_working_score; target_mode=raw
,kernelridge_rbf,raw,0.2311227452794858,0.0105246778054836,,v5_20260617_030349,D_kernel_latent_score,0.1400306778576798,0.09,0.96,kfold; scaled; dense; feature_set=S3_mean_working_score; target_mode=quantile_target
,kernelridge_rbf,clip_0_1,0.2311227452794858,0.0105246778054836,,v5_20260617_030349,D_kernel_latent_score,0.1400306778576798,0.09,0.96,kfold; scaled; dense; feature_set=S3_mean_working_score; target_mode=quantile_target
,kernelridge_rbf,clip_0_1_round2,0.2311466666666666,0.010529408551502,,v5_20260617_030349,D_kernel_latent_score,0.1400349450266237,0.09,0.96,kfold; scaled; dense; feature_set=S3_mean_working_score; target_mode=quantile_target
,svr_rbf,clip_0_1_round2,0.2402666666666666,0.0057085813679554,,v5_20260617_030349,D_kernel_latent_score,0.0184798521362679,0.43,0.53,kfold; scaled; dense; feature_set=S3_mean_working_score; target_mode=y100
,svr_rbf,clip_0_1,0.2403045468202644,0.0054971792672308,,v5_20260617_030349,D_kernel_latent_score,0.0183635997962491,0.4273565624668253,0.5272512645334122,kfold; scaled; dense; feature_set=S3_mean_working_score; target_mode=y100
,svr_rbf,raw,0.2403045468202644,0.0054971792672308,,v5_20260617_030349,D_kernel_latent_score,0.0183635997962491,0.4273565624668253,0.5272512645334122,kfold; scaled; dense; feature_set=S3_mean_working_score; target_mode=y100
,elasticnet,clip_0_1_round2,0.2445333333333333,0.0084249189467471,,v5_20260617_030349,A_linear_scorecard,0.0615666678070335,0.25,0.77,kfold; scaled; sparse-ok; feature_set=S3_mean_working_score; target_mode=raw
,elasticnet,raw,0.2446215668606007,0.0083902875184446,,v5_20260617_030349,A_linear_scorecard,0.061546675074458,0.2505662312667488,0.7658632386974649,kfold; scaled; sparse-ok; feature_set=S3_mean_working_score; target_mode=raw
,elasticnet,clip_0_1,0.2446215668606007,0.0083902875184446,,v5_20260617_030349,A_linear_scorecard,0.061546675074458,0.2505662312667488,0.7658632386974649,kfold; scaled; sparse-ok; feature_set=S3_mean_working_score; target_mode=raw
,ridge,clip_0_1_round2,0.2446766666666666,0.0083347857993464,,v5_20260617_030349,A_linear_scorecard,0.059660919905833,0.26,0.76,kfold; scaled; sparse-ok; feature_set=S3_mean_working_score; target_mode=raw
,ridge,raw,0.2447427848139252,0.0083224258851041,,v5_20260617_030349,A_linear_scorecard,0.0596067913280852,0.2618194112341674,0.7621669239898231,kfold; scaled; sparse-ok; feature_set=S3_mean_working_score; target_mode=raw
,ridge,clip_0_1,0.2447427848139252,0.0083224258851041,,v5_20260617_030349,A_linear_scorecard,0.0596067913280852,0.2618194112341674,0.7621669239898231,kfold; scaled; sparse-ok; feature_set=S3_mean_working_score; target_mode=raw
,ridge,raw,0.2454539853904579,0.0088873582403796,,v5_20260617_030349,A_linear_scorecard,0.0836555668786296,0.2,0.8276313408339455,kfold; scaled; sparse-ok; feature_set=S3_mean_working_score; target_mode=quantile_target
,ridge,clip_0_1,0.2454539853904579,0.0088873582403796,,v5_20260617_030349,A_linear_scorecard,0.0836555668786296,0.2,0.8276313408339455,kfold; scaled; sparse-ok; feature_set=S3_mean_working_score; target_mode=quantile_target
,ridge,clip_0_1_round2,0.2454833333333333,0.008856764869331,,v5_20260617_030349,A_linear_scorecard,0.0836862557201927,0.2,0.83,kfold; scaled; sparse-ok; feature_set=S3_mean_working_score; target_mode=quantile_target
,linearsvr,raw,0.2465621126050166,0.0090786178408909,,v5_20260617_030349,A_linear_scorecard,0.0878745528773846,0.1138634082491189,0.8186490960163058,kfold; scaled; dense; feature_set=S3_mean_working_score; target_mode=raw
,linearsvr,clip_0_1,0.2465621126050166,0.0090786178408909,,v5_20260617_030349,A_linear_scorecard,0.0878745528773846,0.1138634082491189,0.8186490960163058,kfold; scaled; dense; feature_set=S3_mean_working_score; target_mode=raw
,linearsvr,clip_0_1_round2,0.2465733333333333,0.0090318339605729,,v5_20260617_030349,A_linear_scorecard,0.087867800543466,0.11,0.82,kfold; scaled; dense; feature_set=S3_mean_working_score; target_mode=raw
,ridge,clip_0_1_round2,0.2492966666666667,0.0063338489068897,,v5_20260617_030349,A_linear_scorecard,0.0326294073816145,0.33,0.59,kfold; scaled; sparse-ok; feature_set=S2_core_derived; target_mode=raw
,ridge,clip_0_1,0.2493393631647244,0.0064165908053642,,v5_20260617_030349,A_linear_scorecard,0.0325003069582215,0.3311238805876015,0.5912663521469237,kfold; scaled; sparse-ok; feature_set=S2_core_derived; target_mode=raw
,ridge,raw,0.2493393631647244,0.0064165908053642,,v5_20260617_030349,A_linear_scorecard,0.0325003069582215,0.3311238805876015,0.5912663521469237,kfold; scaled; sparse-ok; feature_set=S2_core_derived; target_mode=raw
,ridge,clip_0_1_round2,0.2494766666666666,0.006243377726207,,v5_20260617_030349,A_linear_scorecard,0.0318821772218921,0.35,0.59,kfold; scaled; sparse-ok; feature_set=S1_simple_score_encoding; target_mode=raw
,ridge,raw,0.2494806489845434,0.0064070337868459,,v5_20260617_030349,A_linear_scorecard,0.0317492586262165,0.3546348322457203,0.5895744622264212,kfold; scaled; sparse-ok; feature_set=S1_simple_score_encoding; target_mode=raw
,ridge,clip_0_1,0.2494806489845434,0.0064070337868459,,v5_20260617_030349,A_linear_scorecard,0.0317492586262165,0.3546348322457203,0.5895744622264212,kfold; scaled; sparse-ok; feature_set=S1_simple_score_encoding; target_mode=raw
,ridge,clip_0_1_round2,0.2502233333333333,0.0069561066519344,,v5_20260617_030349,A_linear_scorecard,0.0556382634614814,0.25,0.65,kfold; scaled; sparse-ok; feature_set=S2_core_derived; target_mode=quantile_target
,ridge,raw,0.2502304580942321,0.006982472579503,,v5_20260617_030349,A_linear_scorecard,0.0556381646449856,0.25,0.65,kfold; scaled; sparse-ok; feature_set=S2_core_derived; target_mode=quantile_target
,ridge,clip_0_1,0.2502304580942321,0.006982472579503,,v5_20260617_030349,A_linear_scorecard,0.0556381646449856,0.25,0.65,kfold; scaled; sparse-ok; feature_set=S2_core_derived; target_mode=quantile_target
,ridge,raw,0.2504040119353118,0.0068378678813772,,v5_20260617_030349,A_linear_scorecard,0.0549559321923935,0.28,0.64,kfold; scaled; sparse-ok; feature_set=S1_simple_score_encoding; target_mode=quantile_target
,ridge,clip_0_1,0.2504040119353118,0.0068378678813772,,v5_20260617_030349,A_linear_scorecard,0.0549559321923935,0.28,0.64,kfold; scaled; sparse-ok; feature_set=S1_simple_score_encoding; target_mode=quantile_target
,ridge,clip_0_1_round2,0.25042,0.0068272909147456,,v5_20260617_030349,A_linear_scorecard,0.0549722185739152,0.28,0.64,kfold; scaled; sparse-ok; feature_set=S1_simple_score_encoding; target_mode=quantile_target
,svr_rbf_quantile,clip_0_1_round2,0.1376066666666666,0.0074310958266722,,v51_20260617_115235,rbf,0.1925707149596913,0.0,1.0,RBF SVR quantile target; target scale refinement check; feature_set=S2_core_derived; target_mode=quantile_target
,svr_rbf_quantile,clip_0_1,0.1376224970296926,0.0074155914555071,,v51_20260617_115235,rbf,0.192542160396264,0.0,1.0,RBF SVR quantile target; target scale refinement check; feature_set=S2_core_derived; target_mode=quantile_target
,svr_rbf_quantile,raw,0.1376224970296926,0.0074155914555071,,v51_20260617_115235,rbf,0.192542160396264,0.0,1.0,RBF SVR quantile target; target scale refinement check; feature_set=S2_core_derived; target_mode=quantile_target
,svr_rbf_raw,clip_0_1_round2,0.1394133333333333,0.0076899035939308,,v51_20260617_115235,rbf,0.1880266332034378,0.0,1.0,RBF SVR raw target; preferred report-first submission; feature_set=S2_core_derived; target_mode=raw
,svr_rbf_raw,clip_0_1,0.1396565852397391,0.0076101499363973,,v51_20260617_115235,rbf,0.1878003922193722,6.651403129942501e-05,1.0,RBF SVR raw target; preferred report-first submission; feature_set=S2_core_derived; target_mode=raw
,svr_rbf_raw,raw,0.1396568394090936,0.0076098438219449,,v51_20260617_115235,rbf,0.1878011011776307,6.651403129942501e-05,1.000363907364043,RBF SVR raw target; preferred report-first submission; feature_set=S2_core_derived; target_mode=raw
,svr_poly3_C1_scale,clip_0_1_round2,0.2349966666666667,0.0078890367748266,,v51_20260617_115235,poly_degree3,0.2079541415192101,0.0,1.0,Polynomial degree 3 raw target; lightweight check; feature_set=S2_core_derived; target_mode=raw
,svr_poly3_C1_scale,clip_0_1,0.2350209118623062,0.0078809827731103,,v51_20260617_115235,poly_degree3,0.2079118811789861,0.0,1.0,Polynomial degree 3 raw target; lightweight check; feature_set=S2_core_derived; target_mode=raw
,svr_poly3_C1_scale,raw,0.239090881084517,0.0074361468287139,,v51_20260617_115235,poly_degree3,0.2203294234948832,-0.836449679020838,1.6241543933459108,Polynomial degree 3 raw target; lightweight check; feature_set=S2_core_derived; target_mode=raw
,svr_poly2_C0p5_scale,clip_0_1_round2,0.2496566666666666,0.0085015183829016,,v51_20260617_115235,poly_degree2,0.1317164108727026,0.0,1.0,Polynomial degree 2 raw target; explicit low-order interaction test; feature_set=S2_core_derived; target_mode=raw
,svr_poly2_C0p5_scale,clip_0_1,0.2496991667311485,0.0084041494378231,,v51_20260617_115235,poly_degree2,0.1316672251568228,0.0,1.0,Polynomial degree 2 raw target; explicit low-order interaction test; feature_set=S2_core_derived; target_mode=raw
,svr_poly2_C1p0_scale,clip_0_1_round2,0.24971,0.007769599668731,,v51_20260617_115235,poly_degree2,0.142709817413581,0.0,1.0,Polynomial degree 2 raw target; explicit low-order interaction test; feature_set=S2_core_derived; target_mode=raw
,svr_poly2_C1p0_scale,clip_0_1,0.2497775014724718,0.0078618156656695,,v51_20260617_115235,poly_degree2,0.1426700038308734,0.0,1.0,Polynomial degree 2 raw target; explicit low-order interaction test; feature_set=S2_core_derived; target_mode=raw
,svr_poly2_C0p5_scale,raw,0.249816572711316,0.0084194592036249,,v51_20260617_115235,poly_degree2,0.1321677937468616,-0.0616880067599667,1.165471894469284,Polynomial degree 2 raw target; explicit low-order interaction test; feature_set=S2_core_derived; target_mode=raw
,svr_poly2_C1p0_scale,raw,0.2499858777167046,0.0079667817066916,,v51_20260617_115235,poly_degree2,0.1434867588931238,-0.1062939806899501,1.1572026548817844,Polynomial degree 2 raw target; explicit low-order interaction test; feature_set=S2_core_derived; target_mode=raw
,linearsvr_raw,raw,0.2503734801185978,0.0067894772241516,,v51_20260617_115235,linear,0.0557862462182664,0.1896726473632307,0.6371204375724405,LinearSVR raw target; additive scorecard stress test; feature_set=S2_core_derived; target_mode=raw
,linearsvr_raw,clip_0_1,0.2503734801185978,0.0067894772241516,,v51_20260617_115235,linear,0.0557862462182664,0.1896726473632307,0.6371204375724405,LinearSVR raw target; additive scorecard stress test; feature_set=S2_core_derived; target_mode=raw
,linearsvr_raw,clip_0_1_round2,0.25039,0.0067555199194966,,v51_20260617_115235,linear,0.0559087822318063,0.19,0.64,LinearSVR raw target; additive scorecard stress test; feature_set=S2_core_derived; target_mode=raw
,svr_poly2_C3p0_scale,clip_0_1_round2,0.2506133333333333,0.0081435455013976,,v51_20260617_115235,poly_degree2,0.1563246661789949,0.0,1.0,Polynomial degree 2 raw target; explicit low-order interaction test; feature_set=S2_core_derived; target_mode=raw
,svr_poly2_C3p0_scale,clip_0_1,0.2506470254020869,0.0081148999279534,,v51_20260617_115235,poly_degree2,0.1562410788769545,0.0,1.0,Polynomial degree 2 raw target; explicit low-order interaction test; feature_set=S2_core_derived; target_mode=raw
,svr_poly2_C3p0_scale,raw,0.2509957392000054,0.0083375079693135,,v51_20260617_115235,poly_degree2,0.157507988206575,-0.1795107533164352,1.2178451092355167,Polynomial degree 2 raw target; explicit low-order interaction test; feature_set=S2_core_derived; target_mode=raw
,B_mean_working_sentinel99,clip_0_1_round2,0.13491666666666666,0.008082021657609812,,v53_20260617_132316,v53_encoding_representation,0.19551325669763378,0.0,1.0,raw RBF S1/S2 representation search; no LB-based calibration; cat=ordinal_current; mw=sentinel99; body=height_weight_bmi; metabolic=all_s2
,B_mean_working_minus1,clip_0_1_round2,0.13861,0.007781714083290014,,v53_20260617_132316,v53_encoding_representation,0.1892376445572993,0.0,1.0,raw RBF S1/S2 representation search; no LB-based calibration; cat=ordinal_current; mw=minus1; body=height_weight_bmi; metabolic=all_s2
,A_categorical_onehot_core,clip_0_1_round2,0.13901333333333335,0.007608478052252303,,v53_20260617_132316,v53_encoding_representation,0.18801602992609362,0.0,1.0,raw RBF S1/S2 representation search; no LB-based calibration; cat=onehot_core; mw=zero; body=height_weight_bmi; metabolic=all_s2
,A_categorical_risk_order,clip_0_1_round2,0.13934333333333335,0.007728958692420081,,v53_20260617_132316,v53_encoding_representation,0.18812890470051866,0.0,1.0,raw RBF S1/S2 representation search; no LB-based calibration; cat=risk_order; mw=zero; body=height_weight_bmi; metabolic=all_s2
,baseline_s2_current,clip_0_1_round2,0.13941333333333333,0.007689903593930854,,v53_20260617_132316,v53_encoding_representation,0.18802663320343788,0.0,1.0,raw RBF S1/S2 representation search; no LB-based calibration; cat=ordinal_current; mw=zero; body=height_weight_bmi; metabolic=all_s2
,C_body_height_bmi,clip_0_1_round2,0.1396,0.007677721498426955,,v53_20260617_132316,v53_encoding_representation,0.18812325598403892,0.0,1.0,raw RBF S1/S2 representation search; no LB-based calibration; cat=ordinal_current; mw=zero; body=height_bmi; metabolic=all_s2
,C_body_height_weight_only,clip_0_1_round2,0.13972,0.007730877643308196,,v53_20260617_132316,v53_encoding_representation,0.1882124831485352,0.0,1.0,raw RBF S1/S2 representation search; no LB-based calibration; cat=ordinal_current; mw=zero; body=height_weight_only; metabolic=all_s2
,D_metabolic_glucose_cholesterol_only,clip_0_1_round2,0.13974333333333333,0.007595548566409896,,v53_20260617_132316,v53_encoding_representation,0.1883678308579332,0.0,1.0,raw RBF S1/S2 representation search; no LB-based calibration; cat=ordinal_current; mw=zero; body=height_weight_bmi; metabolic=glucose_cholesterol_only
,D_metabolic_standardized_glucose_cholesterol,clip_0_1_round2,0.13974333333333333,0.007595548566409896,,v53_20260617_132316,v53_encoding_representation,0.1883678308579332,0.0,1.0,raw RBF S1/S2 representation search; no LB-based calibration; cat=ordinal_current; mw=zero; body=height_weight_bmi; metabolic=standardized_glucose_cholesterol
,C_body_weight_bmi,clip_0_1_round2,0.13975666666666667,0.007795631096808707,,v53_20260617_132316,v53_encoding_representation,0.18820723279507887,0.0,1.0,raw RBF S1/S2 representation search; no LB-based calibration; cat=ordinal_current; mw=zero; body=weight_bmi; metabolic=all_s2
,D_metabolic_glucose_cholesterol_ratio,clip_0_1_round2,0.13993000000000003,0.007294399170545798,,v53_20260617_132316,v53_encoding_representation,0.18878058101737163,0.0,1.0,raw RBF S1/S2 representation search; no LB-based calibration; cat=ordinal_current; mw=zero; body=height_weight_bmi; metabolic=glucose_cholesterol_ratio
,D_metabolic_cholesterol_glucose_ratio,clip_0_1_round2,0.13995333333333332,0.007311232690647325,,v53_20260617_132316,v53_encoding_representation,0.1887873624256298,0.0,1.0,raw RBF S1/S2 representation search; no LB-based calibration; cat=ordinal_current; mw=zero; body=height_weight_bmi; metabolic=cholesterol_glucose_ratio
,C_body_bmi_only,clip_0_1_round2,0.13997333333333334,0.007802275704744061,,v53_20260617_132316,v53_encoding_representation,0.18837187446032355,0.0,1.0,raw RBF S1/S2 representation search; no LB-based calibration; cat=ordinal_current; mw=zero; body=bmi_only; metabolic=all_s2
,B_mean_working_zero_flag,clip_0_1_round2,0.14001333333333332,0.007573299426110841,,v53_20260617_132316,v53_encoding_representation,0.1877889317376913,0.0,1.0,raw RBF S1/S2 representation search; no LB-based calibration; cat=ordinal_current; mw=zero_flag; body=height_weight_bmi; metabolic=all_s2
,D_metabolic_product,clip_0_1_round2,0.14081000000000002,0.007202743818748413,,v53_20260617_132316,v53_encoding_representation,0.18945043057249458,0.0,1.0,raw RBF S1/S2 representation search; no LB-based calibration; cat=ordinal_current; mw=zero; body=height_weight_bmi; metabolic=product
,D_metabolic_log_product,clip_0_1_round2,0.14082333333333333,0.007224256978325788,,v53_20260617_132316,v53_encoding_representation,0.1894937231482697,0.0,1.0,raw RBF S1/S2 representation search; no LB-based calibration; cat=ordinal_current; mw=zero; body=height_weight_bmi; metabolic=log_product
,B_mean_working_median_flag,clip_0_1_round2,0.18716,0.007381371280142237,,v53_20260617_132316,v53_encoding_representation,0.13640837121233124,0.0,1.0,raw RBF S1/S2 representation search; no LB-based calibration; cat=ordinal_current; mw=median_flag; body=height_weight_bmi; metabolic=all_s2
