exp_id,candidate,mean_mae,std_mae,base_cv,improvement_vs_v532_base,C,gamma,c_mult,gamma_mult,scaler,metabolic_mode,cat_weight,sentinel_value,clip_mae,clip_round2_mae,pred_mean,pred_std,pred_min,pred_max,pred_endpoint_0_count,pred_endpoint_1_count,mae_y_le_0_1,mae_y_0_1_0_3,mae_y_0_3_0_7,mae_y_0_7_0_9,mae_y_ge_0_9
v533_20260618_031345,v532_candidate1_reproduce_fs8_enc4,0.13417,0.007928078714213516,0.13417,0.0,3.963530707518144,1.0631617004546035,1.0,1.0,current,current_ratio_product,1.0,99.0,0.13468804725379907,0.13416999999999998,0.47684,0.19651841532670886,0.0,1.0,14,12,0.21827272727272728,0.1425920245398773,0.05679966044142614,0.17596085409252668,0.2579496402877698
