exp_id,candidate,max_depth,min_samples_leaf,rule,count,residual_mean,residual_median,residual_mae,y_mean,pred_mean
v56_20260617_150011,sentinel99,2,50,cat__mean_working_group_>=12 <= 0.5000 AND cat__mean_working_group_<=6 > 0.5000,119,-8.294117647058824,0.0,10.260504201680673,0.31168067226890767,0.3946218487394958
v56_20260617_150011,sentinel99,2,80,cat__mean_working_group_<=6 <= 0.5000 AND cat__mean_working_group_11 <= 0.5000,2761,0.552698297718218,0.0,13.631293009779066,0.4845092357841362,0.4789822528069541
v56_20260617_150011,sentinel99,2,80,cat__mean_working_group_<=6 <= 0.5000 AND cat__mean_working_group_11 > 0.5000,120,8.433333333333334,0.0,13.483333333333333,0.5964166666666667,0.5120833333333334
v56_20260617_150011,sentinel99,2,80,cat__mean_working_group_<=6 > 0.5000,119,-8.294117647058824,0.0,10.260504201680673,0.31168067226890767,0.3946218487394958
v56_20260617_150011,sentinel99,2,100,cat__mean_working_group_<=6 <= 0.5000 AND cat__mean_working_group_11 <= 0.5000,2761,0.552698297718218,0.0,13.631293009779066,0.4845092357841362,0.4789822528069541
v56_20260617_150011,sentinel99,2,100,cat__mean_working_group_<=6 <= 0.5000 AND cat__mean_working_group_11 > 0.5000,120,8.433333333333334,0.0,13.483333333333333,0.5964166666666667,0.5120833333333334
v56_20260617_150011,sentinel99,2,100,cat__mean_working_group_<=6 > 0.5000,119,-8.294117647058824,0.0,10.260504201680673,0.31168067226890767,0.3946218487394958
v56_20260617_150011,sentinel99,3,50,cat__mean_working_group_>=12 <= 0.5000 AND cat__mean_working_group_<=6 > 0.5000 AND num__glucose > 127.5850,51,-12.411764705882353,0.0,13.745098039215685,0.2988235294117647,0.42294117647058826
v56_20260617_150011,sentinel99,3,50,cat__mean_working_group_>=12 <= 0.5000 AND cat__mean_working_group_<=6 <= 0.5000 AND cat__mean_working_group_11 <= 0.5000,2684,0.19523099850968703,0.0,13.631892697466467,0.47764903129657227,0.4756967213114754
v56_20260617_150011,sentinel99,3,50,cat__mean_working_group_>=12 > 0.5000,77,13.012987012987013,2.0,13.61038961038961,0.7236363636363637,0.5935064935064935
v56_20260617_150011,sentinel99,3,50,cat__mean_working_group_>=12 <= 0.5000 AND cat__mean_working_group_<=6 <= 0.5000 AND cat__mean_working_group_11 > 0.5000,120,8.433333333333334,0.0,13.483333333333333,0.5964166666666667,0.5120833333333334
v56_20260617_150011,sentinel99,3,50,cat__mean_working_group_>=12 <= 0.5000 AND cat__mean_working_group_<=6 > 0.5000 AND num__glucose <= 127.5850,68,-5.205882352941177,0.0,7.647058823529412,0.3213235294117648,0.3733823529411765
v56_20260617_150011,sentinel99,3,80,cat__mean_working_group_<=6 <= 0.5000 AND cat__mean_working_group_11 <= 0.5000 AND num__glucose_cholesterol_ratio > 0.7131,104,-6.125,0.0,15.663461538461538,0.4173076923076924,0.47855769230769235
v56_20260617_150011,sentinel99,3,80,cat__mean_working_group_<=6 <= 0.5000 AND cat__mean_working_group_11 <= 0.5000 AND num__glucose_cholesterol_ratio <= 0.7131,2657,0.8140760255927738,0.0,13.55175009409108,0.4871396311629657,0.478998870907038
v56_20260617_150011,sentinel99,3,80,cat__mean_working_group_<=6 <= 0.5000 AND cat__mean_working_group_11 > 0.5000,120,8.433333333333334,0.0,13.483333333333333,0.5964166666666667,0.5120833333333334
v56_20260617_150011,sentinel99,3,80,cat__mean_working_group_<=6 > 0.5000,119,-8.294117647058824,0.0,10.260504201680673,0.31168067226890767,0.3946218487394958
v56_20260617_150011,sentinel99,3,100,cat__mean_working_group_<=6 <= 0.5000 AND cat__mean_working_group_11 <= 0.5000 AND num__glucose_cholesterol_ratio > 0.7131,104,-6.125,0.0,15.663461538461538,0.4173076923076924,0.47855769230769235
v56_20260617_150011,sentinel99,3,100,cat__mean_working_group_<=6 <= 0.5000 AND cat__mean_working_group_11 <= 0.5000 AND num__glucose_cholesterol_ratio <= 0.7131,2657,0.8140760255927738,0.0,13.55175009409108,0.4871396311629657,0.478998870907038
v56_20260617_150011,sentinel99,3,100,cat__mean_working_group_<=6 <= 0.5000 AND cat__mean_working_group_11 > 0.5000,120,8.433333333333334,0.0,13.483333333333333,0.5964166666666667,0.5120833333333334
v56_20260617_150011,sentinel99,3,100,cat__mean_working_group_<=6 > 0.5000,119,-8.294117647058824,0.0,10.260504201680673,0.31168067226890767,0.3946218487394958
v56_20260617_150011,sentinel99,4,50,cat__mean_working_group_>=12 <= 0.5000 AND cat__mean_working_group_<=6 <= 0.5000 AND cat__mean_working_group_11 > 0.5000 AND num__weight <= 71.4400,68,12.911764705882353,6.9999999999999964,16.941176470588236,0.640735294117647,0.5116176470588236
