exp_id,candidate,feature_set,encoding,mean_mae,std_mae,baseline_cv,improvement_vs_baseline,clip_mae,clip_round2_mae,pred_mean,pred_std,pred_min,pred_max,pred_endpoint_0_count,pred_endpoint_1_count,mae_y_le_0_1,mae_y_0_1_0_3,mae_y_0_3_0_7,mae_y_0_7_0_9,mae_y_ge_0_9,rank,submission_file,candidate_level,std_warning,endpoint_warning
v532_20260618_023511,rank1_FS8_no_BP_keep_BMI_metabolic__ENC4_no_ordinal_except_binary,FS8_no_BP_keep_BMI_metabolic,ENC4_no_ordinal_except_binary,0.13417,0.007928078714213516,0.13491666666666666,0.0007466666666666455,0.13468804725379907,0.13416999999999998,0.47684,0.19651841532670886,0.0,1.0,14,12,0.21827272727272728,0.1425920245398773,0.05679966044142614,0.17596085409252668,0.2579496402877698,1,v532_candidate_1_fs8_no_bp_keep_bmi_metabolic_enc4_no_ordinal_except_binary.csv,submission_candidate,False,False
v532_20260618_023511,rank2_FS8_no_BP_keep_BMI_metabolic__ENC5_missing_explicit_for_edu_only,FS8_no_BP_keep_BMI_metabolic,ENC5_missing_explicit_for_edu_only,0.13417,0.007928078714213516,0.13491666666666666,0.0007466666666666455,0.13468804725379907,0.13416999999999998,0.47684,0.19651841532670886,0.0,1.0,14,12,0.21827272727272728,0.1425920245398773,0.05679966044142614,0.17596085409252668,0.2579496402877698,2,v532_candidate_2_fs8_no_bp_keep_bmi_metabolic_enc5_missing_explicit_for_edu_only.csv,submission_candidate,False,False
v532_20260618_023511,rank3_FS8_no_BP_keep_BMI_metabolic__ENC1_all_onehot,FS8_no_BP_keep_BMI_metabolic,ENC1_all_onehot,0.13420333333333334,0.007889897431619853,0.13491666666666666,0.0007133333333333158,0.13469215650943547,0.13420333333333334,0.4768733333333333,0.19648670768694448,0.0,1.0,14,12,0.2186060606060606,0.14254601226993865,0.05676570458404075,0.17604982206405695,0.25798561151079136,3,v532_candidate_3_fs8_no_bp_keep_bmi_metabolic_enc1_all_onehot.csv,submission_candidate,False,False
