exp_id,scheme,n_groups,min_group_count,eta2_y100,eta2_residual100,between_group_y100_range,between_group_residual_range
v82_20260618_103948,current_fine,8,77,0.04011311482635292,0.022954027240805332,41.195569136745604,21.110007639419404
v82_20260618_103948,coarse_extreme,5,77,0.03964138434271194,0.021844614100947374,41.195569136745604,21.110007639419404
v82_20260618_103948,low_6_mid_7_8_high_9plus,5,119,0.036822998540165006,0.021294030172445834,33.44614597107879,18.353794309602012
v82_20260618_103948,high_11plus,4,119,0.03659493856437081,0.021123030286370997,33.44614597107879,18.353794309602012
v82_20260618_103948,high_12plus,4,77,0.03237274232139117,0.015756262730992572,41.195569136745604,21.110007639419404
v82_20260618_103948,low_7_high_11,4,197,0.02836759754612759,0.018094263077124785,22.236638827260165,13.172670143688508
