exp_id,surrogate,mae_to_rbf,corr_to_rbf,r2_to_rbf
v83_20260618_104526,rbf_surrogate_tree_depth4,0.12358331077909604,0.21093484736737345,0.04449350983389733
v83_20260618_104526,rbf_surrogate_tree_depth6,0.12505757424689942,0.2639538486075256,0.06967163419472455
v83_20260618_104526,rbf_surrogate_tree_depth8,0.12599292356186126,0.34457437030249366,0.11873149666936011
v83_20260618_104526,rbf_surrogate_extra_trees_leaf3,0.03508835466750838,0.9904539807055456,0.933019950926505
